team,salary,player,position,season,percentile
Houston Rockets,220487,LaMarcus Aldridge, PG,2012-2013,0.065913371
Golden State Warriors,211084,Amar'e Stoudemire, SF,2012-2013,0.064030132
Portland Trail Blazers,208802,Al Jefferson, PG,2012-2013,0.062146893
Memphis Grizzlies,201033,Ben Gordon, PF,2012-2013,0.060263653
Denver Nuggets,190548,Josh Smith, PG,2012-2013,0.058380414
Minnesota Timberwolves,185955,Danny Granger, PF,2012-2013,0.056497175
New York Knicks,170878,Andrew Bogut, PF,2012-2013,0.054613936
Cleveland Cavaliers,169340,Nene Hilario, PG,2012-2013,0.052730697
Boston Celtics,163500,David Lee, PF,2012-2013,0.050847458
Boston Celtics,156234,Tony Parker, PF,2012-2013,0.048964218
Washington Wizards,151585,Kevin Martin, F,2012-2013,0.047080979
Houston Rockets,144867,Serge Ibaka, PF,2012-2013,0.04519774
Miami Heat,135697,Joe Johnson, PF,2012-2013,0.043314501
Brooklyn Nets,104494,Kris Humphries, PG,2012-2013,0.041431262
Washington Wizards,103121,Carmelo Anthony, PG,2012-2013,0.039548023
Miami Heat,94154,Pau Gasol, SG,2012-2013,0.037664783
Washington Wizards,75793,Chris Bosh, SG,2012-2013,0.035781544
Golden State Warriors,75793,LeBron James, C,2012-2013,0.033898305
Memphis Grizzlies,75387,Dwyane Wade, PG,2012-2013,0.032015066
LA Clippers,72892,Al Horford, SF,2012-2013,0.030131827
Brooklyn Nets,68902,Kevin Garnett, SF,2012-2013,0.028248588
Toronto Raptors,68902,Joakim Noah, PF,2012-2013,0.026365348
Miami Heat,61467,Jose Calderon, C,2012-2013,0.024482109
Cleveland Cavaliers,61467,Rajon Rondo, G,2012-2013,0.02259887
Memphis Grizzlies,55718,Monta Ellis, SG,2012-2013,0.020715631
LA Clippers,48232,DeAndre Jordan, SG,2012-2013,0.018832392
Philadelphia 76ers,47360,Corey Maggette, SF,2012-2013,0.016949153
Utah Jazz,44835,Mehmet Okur, SG,2012-2013,0.015065913
Cleveland Cavaliers,40375,Nicolas Batum, G,2012-2013,0.013182674
New Orleans Pelicans,38194,Richard Jefferson, C,2012-2013,0.011299435
Minnesota Timberwolves,35868,Stephen Jackson, SG,2012-2013,0.009416196
Brooklyn Nets,27859,JaVale McGee, SF,2012-2013,0.007532957
New Orleans Hornets,27859,Andrea Bargnani, C,2012-2013,0.005649718
Dallas Mavericks,27859,David West, PG,2012-2013,0.003766478
Brooklyn Nets,22287,Andrei Kirilenko, SF,2012-2013,0.001883239
Brooklyn Nets,20103,Gerald Wallace, SG,2012-2013,0
Los Angeles Lakers,30453805,Tim Duncan, SF,2013-2014,0.997402597
Miami Heat,18673000,Cuttino Mobley, SG,2013-2014,0.994805195
LA Clippers,18668431,Danilo Gallinari, PG,2013-2014,0.992207792
Brooklyn Nets,18466130,Steve Nash, PG,2013-2014,0.98961039
Memphis Grizzlies,18238333,Andris Biedrins, PF,2013-2014,0.987012987
Toronto Raptors,17888932,Ryan Anderson, SF,2013-2014,0.984415584
Oklahoma City Thunder,17832627,Shawn Marion, SF,2013-2014,0.981818182
Chicago Bulls,17632688,Paul Millsap, PG,2013-2014,0.979220779
LA Clippers,16441500,Jameer Nelson, PF,2013-2014,0.976623377
Brooklyn Nets,15333334,Mo Williams, SF,2013-2014,0.974025974
Chicago Bulls,15300000,Rodney Stuckey, PF,2013-2014,0.971428571
Dallas Mavericks,22721381,Devin Harris, PF,2013-2014,0.968831169
Portland Trail Blazers,14878000,Kendrick Perkins, PF,2013-2014,0.966233766
Memphis Grizzlies,14860523,Jeff Green, C,2013-2014,0.963636364
Oklahoma City Thunder,14693906,Omer Asik, PG,2013-2014,0.961038961
Minnesota Timberwolves,14693906,Anderson Varejao, PF,2013-2014,0.958441558
Philadelphia 76ers,14487500,Thaddeus Young, C,2013-2014,0.955844156
New Orleans Pelicans,14283844,Marvin Williams, SG,2013-2014,0.953246753
Indiana Pacers,14283844,John Salmons, C,2013-2014,0.950649351
Cleveland Cavaliers,14275000,Charlie Villanueva, SF,2013-2014,0.948051948
New York Knicks,14100538,Tyrus Thomas, C,2013-2014,0.945454545
Golden State Warriors,14000000,George Hill, C,2013-2014,0.942857143
New York Knicks,21679893,Andres Nocioni, C,2013-2014,0.94025974
Golden State Warriors,13878000,Jerome James, PF,2013-2014,0.937662338
Houston Rockets,13701250,Wesley Matthews, PG,2013-2014,0.935064935
Charlotte Bobcats,13500000,Spencer Hawes, C,2013-2014,0.932467532
Detroit Pistons,13500000,Glen Davis, PF,2013-2014,0.92987013
Washington Wizards,13000000,Channing Frye, C,2013-2014,0.927272727
Golden State Warriors,12868632,Landry Fields, SG,2013-2014,0.924675325
San Antonio Spurs,12500000,Mike Miller, PG,2013-2014,0.922077922
Brooklyn Nets,12433735,Francisco Garcia, PF,2013-2014,0.919480519
Oklahoma City Thunder,12350000,Luke Walton, PF,2013-2014,0.916883117
Minnesota Timberwolves,12100000,Amir Johnson, C,2013-2014,0.914285714
Brooklyn Nets,21466718,Michael Beasley, G,2013-2014,0.911688312
Boston Celtics,12000000,Brandon Bass, PF,2013-2014,0.909090909
New York Knicks,21388953,Wilson Chandler, PF,2013-2014,0.906493506
Houston Rockets,20513178,James Harden, C,2013-2014,0.903896104
Los Angeles Lakers,19285850,Jason Richardson, C,2013-2014,0.901298701
Miami Heat,19067500,Kyle Lowry, PF,2013-2014,0.898701299
Miami Heat,19067500,Nick Young, SF,2013-2014,0.896103896
Atlanta Hawks,12000000,Chuck Hayes, C,2013-2014,0.893506494
Boston Celtics,11954545,Sasha Vujacic, PG,2013-2014,0.890909091
New York Knicks,11862500,Jarrett Jack, C,2013-2014,0.888311688
New Orleans Pelicans,11796247,Mark Blount, SG,2013-2014,0.885714286
Portland Trail Blazers,11295250,Ersan Ilyasova, SF,2013-2014,0.883116883
Chicago Bulls,11100000,Arron Afflalo, C,2013-2014,0.880519481
Utah Jazz,11046000,Metta World Peace, F,2013-2014,0.877922078
LA Clippers,10986550,Trevor Ariza, C,2013-2014,0.875324675
Denver Nuggets,10786517,Marcin Gortat, G,2013-2014,0.872727273
Denver Nuggets,10750000,James Posey, C,2013-2014,0.87012987
San Antonio Spurs,10361446,Marcus Thornton, C,2013-2014,0.867532468
LA Clippers,10146925,Mike Conley, SF,2013-2014,0.864935065
Boston Celtics,10105855,Goran Dragic, SF,2013-2014,0.862337662
San Antonio Spurs,10000000,John Wall, C,2013-2014,0.85974026
Golden State Warriors,9887642,Taj Gibson, PG,2013-2014,0.857142857
New Orleans Pelicans,9713484,Beno Udrih, PG,2013-2014,0.854545455
Toronto Raptors,9500000,Al Harrington, SG,2013-2014,0.851948052
Atlanta Hawks,9500000,Tayshaun Prince, PF,2013-2014,0.849350649
Dallas Mavericks,9316796,JJ Redick, SG,2013-2014,0.846753247
Los Angeles Lakers,9300500,Samuel Dalembert, PG,2013-2014,0.844155844
Cleveland Cavaliers,9036364,Drew Gooden, C,2013-2014,0.841558442
Philadelphia 76ers,8850000,Morris Peterson, PF,2013-2014,0.838961039
Oklahoma City Thunder,8727437,Kyrie Irving, C,2013-2014,0.836363636
Boston Celtics,8700000,Evan Turner, SF,2013-2014,0.833766234
Memphis Grizzlies,8600001,Tyreke Evans, PG,2013-2014,0.831168831
Detroit Pistons,8580000,Jason Thompson, PF,2013-2014,0.828571429
Detroit Pistons,8500000,Zaza Pachulia, PG,2013-2014,0.825974026
Houston Rockets,8374646,Jamal Crawford, C,2013-2014,0.823376623
Houston Rockets,8374646,Antonio McDyess, PG,2013-2014,0.820779221
New Orleans Pelicans,8308500,Speedy Claxton, PF,2013-2014,0.818181818
Sacramento Kings,8050000,Martell Webster, SG,2013-2014,0.815584416
Milwaukee Bucks,8000000,Brad Miller, SG,2013-2014,0.812987013
Atlanta Hawks,8000000,Brandon Roy, PG,2013-2014,0.81038961
Indiana Pacers,8000000,Lou Williams, PG,2013-2014,0.807792208
Milwaukee Bucks,7900000,Andre Miller, PF,2013-2014,0.805194805
Washington Wizards,7727280,Jason Maxiell, SF,2013-2014,0.802597403
Washington Wizards,7727280,Richard Hamilton, C,2013-2014,0.8
Detroit Pistons,7655503,Robin Lopez, G,2013-2014,0.797402597
Toronto Raptors,7583000,Marcus Banks, SF,2013-2014,0.794805195
Chicago Bulls,7550000,Nikola Pekovic, PF,2013-2014,0.792207792
Atlanta Hawks,6204250,Darius Songaila, SG,2013-2014,0.78961039
Utah Jazz,6008196,Derrick Williams, PF,2013-2014,0.787012987
Charlotte Bobcats,6000000,Luc Mbah a Moute, SG,2013-2014,0.784415584
Portland Trail Blazers,5904261,Daniel Gibson, C,2013-2014,0.781818182
Toronto Raptors,5722500,Derrick Favors, PF,2013-2014,0.779220779
Sacramento Kings,5643750,Linas Kleiza, PF,2013-2014,0.776623377
Brooklyn Nets,5625313,Marcus Camby, G,2013-2014,0.774025974
Cleveland Cavaliers,5607240,Luis Scola, PG,2013-2014,0.771428571
New York Knicks,5565000,Boris Diaw, SG,2013-2014,0.768831169
New Orleans Pelicans,5375760,Jonas Jerebko, PF,2013-2014,0.766233766
Cleveland Cavaliers,5324280,J.J. Barea, PF,2013-2014,0.763636364
LA Clippers,5225000,Udonis Haslem, SG,2013-2014,0.761038961
Memphis Grizzlies,5225000,Enes Kanter, SG,2013-2014,0.758441558
Atlanta Hawks,5225000,Wesley Johnson, SG,2013-2014,0.755844156
Milwaukee Bucks,5200000,Jordan Farmar, C,2013-2014,0.753246753
Denver Nuggets,5150000,Jared Dudley, C,2013-2014,0.750649351
Washington Wizards,5150000,Marreese Speights, SF,2013-2014,0.748051948
Boston Celtics,5058198,Dorell Wright, SG,2013-2014,0.745454545
Sacramento Kings,5016960,Bruce Bowen, PF,2013-2014,0.742857143
Washington Wizards,5000000,Charlie Bell, PG,2013-2014,0.74025974
Charlotte Bobcats,5000000,Greg Buckner, G,2013-2014,0.737662338
San Antonio Spurs,7500000,Kirk Hinrich, G,2013-2014,0.735064935
Utah Jazz,7500000,Steve Novak, PF,2013-2014,0.732467532
Phoenix Suns,7500000,O.J. Mayo, PG,2013-2014,0.72987013
Washington Wizards,7459925,JJ Hickson, PG,2013-2014,0.727272727
Memphis Grizzlies,7235955,Ian Mahinmi, SF,2013-2014,0.724675325
Portland Trail Blazers,6875480,Mario Chalmers, SG,2013-2014,0.722077922
Dallas Mavericks,6791570,Luke Ridnour, PG,2013-2014,0.719480519
Atlanta Hawks,6760563,Ryan Gomes, SG,2013-2014,0.716883117
Philadelphia 76ers,6679867,Stephen Curry, SG,2013-2014,0.714285714
LA Clippers,6500000,Tiago Splitter, SG,2013-2014,0.711688312
Minnesota Timberwolves,6500000,Thabo Sefolosha, SG,2013-2014,0.709090909
Sacramento Kings,6500000,Tristan Thompson, PF,2013-2014,0.706493506
Philadelphia 76ers,6500000,DeMarcus Cousins, PF,2013-2014,0.703896104
Boston Celtics,6450000,Joel Anthony, PF,2013-2014,0.701298701
Phoenix Suns,6400000,Ricky Rubio, F,2013-2014,0.698701299
Denver Nuggets,6344164,Matt Bonner, SF,2013-2014,0.696103896
Cleveland Cavaliers,6300000,Jordan Hill, G,2013-2014,0.693506494
Toronto Raptors,6250000,Ekpe Udoh, SG,2013-2014,0.690909091
Toronto Raptors,6210000,Chris Duhon, PG,2013-2014,0.688311688
Minnesota Timberwolves,5000000,Alonzo Gee, SF,2013-2014,0.685714286
Dallas Mavericks,5000000,Danny Green, F,2013-2014,0.683116883
Sacramento Kings,4916974,Matt Carroll, C,2013-2014,0.680519481
Charlotte Bobcats,4809840,Johan Petro, SF,2013-2014,0.677922078
Orlando Magic,4763760,Raymond Felton, SG,2013-2014,0.675324675
San Antonio Spurs,4702500,Raja Bell, C,2013-2014,0.672727273
Minnesota Timberwolves,4687000,DeMar DeRozan, PG,2013-2014,0.67012987
Sacramento Kings,4588384,Jan Vesely, PF,2013-2014,0.667532468
Indiana Pacers,4508504,Tony Allen, F,2013-2014,0.664935065
Utah Jazz,4505280,Shane Battier, C,2013-2014,0.662337662
Detroit Pistons,4500000,Matt Barnes, PF,2013-2014,0.65974026
Memphis Grizzlies,4494383,Will Bynum, SG,2013-2014,0.657142857
Milwaukee Bucks,4469548,Corey Brewer, C,2013-2014,0.654545455
Charlotte Bobcats,4420000,Ray Allen, PG,2013-2014,0.651948052
Denver Nuggets,4400000,Greg Monroe, C,2013-2014,0.649350649
Miami Heat,4340000,Mike Dunleavy, PF,2013-2014,0.646753247
Washington Wizards,4319280,Brandon Jennings, SG,2013-2014,0.644155844
Washington Wizards,4278000,Timofey Mozgov, SF,2013-2014,0.641558442
LA Clippers,4250000,Shawne Williams, SF,2013-2014,0.638961039
Detroit Pistons,4086454,Jason Kidd, C,2013-2014,0.636363636
Cleveland Cavaliers,4062000,Vince Carter, C,2013-2014,0.633766234
Chicago Bulls,4059000,Tyler Hansbrough, SG,2013-2014,0.631168831
Atlanta Hawks,4000000,Bismack Biyombo, PF,2013-2014,0.628571429
Indiana Pacers,4000000,Darrell Arthur, C,2013-2014,0.625974026
Miami Heat,4000000,Lavoy Allen, G,2013-2014,0.623376623
Los Angeles Lakers,4000000,Carlos Delfino, PG,2013-2014,0.620779221
San Antonio Spurs,3945000,Kosta Koufos, C,2013-2014,0.618181818
Oklahoma City Thunder,3900000,Jeff Foster, SF,2013-2014,0.615584416
Cleveland Cavaliers,3894240,Austin Daye, SG,2013-2014,0.612987013
Charlotte Bobcats,3857040,Al-Farouq Aminu, C,2013-2014,0.61038961
Miami Heat,3800000,Dahntay Jones, PF,2013-2014,0.607792208
San Antonio Spurs,3762500,Julian Wright, SG,2013-2014,0.605194805
Toronto Raptors,3750000,Mark Madsen, SF,2013-2014,0.602597403
New Orleans Pelicans,3749602,Kwame Brown, PF,2013-2014,0.6
Dallas Mavericks,3700748,James Johnson, C,2013-2014,0.597402597
Minnesota Timberwolves,3678358,JR Smith, PG,2013-2014,0.594805195
New York Knicks,3637073,Kevin Seraphin, PG,2013-2014,0.592207792
Toronto Raptors,3526440,Eduardo Najera, C,2013-2014,0.58961039
Portland Trail Blazers,3526440,Gordon Hayward, F,2013-2014,0.587012987
Golden State Warriors,3500000,David Andersen, F,2013-2014,0.584415584
Phoenix Suns,3500000,Brandon Knight, SG,2013-2014,0.581818182
Phoenix Suns,3492720,Jrue Holiday, C,2013-2014,0.579220779
Utah Jazz,3452183,Josh McRoberts, SF,2013-2014,0.576623377
Washington Wizards,3340920,Quentin Richardson, PF,2013-2014,0.574025974
Indiana Pacers,3282003,Eric Bledsoe, SF,2013-2014,0.571428571
Miami Heat,3270000,Nick Collison, SF,2013-2014,0.568831169
LA Clippers,3250000,Greg Stiemsma, SF,2013-2014,0.566233766
LA Clippers,3250000,Aaron Gray, SG,2013-2014,0.563636364
Charlotte Bobcats,3250000,Paul George, PG,2013-2014,0.561038961
Denver Nuggets,3231683,Kemba Walker, F,2013-2014,0.558441558
Brooklyn Nets,3229050,Ty Lawson, PF,2013-2014,0.555844156
Miami Heat,3229050,Jason Smith, SG,2013-2014,0.553246753
Portland Trail Blazers,3202920,Randy Foye, PG,2013-2014,0.550649351
Brooklyn Nets,3183000,Cole Aldrich, SF,2013-2014,0.548051948
Toronto Raptors,3183000,Jeff Teague, PF,2013-2014,0.545454545
Chicago Bulls,3183000,Aaron Brooks, SG,2013-2014,0.542857143
Dallas Mavericks,3180000,Ricky Davis, SF,2013-2014,0.54025974
Oklahoma City Thunder,3172320,Trevor Booker, PF,2013-2014,0.537662338
Memphis Grizzlies,3153860,Jimmer Fredette, PF,2013-2014,0.535064935
Minnesota Timberwolves,3150000,Xavier Henry, PG,2013-2014,0.532467532
Memphis Grizzlies,3135000,Earl Watson, PG,2013-2014,0.52987013
Toronto Raptors,3105302,Omri Casspi, PF,2013-2014,0.527272727
Philadelphia 76ers,3060000,Anthony Parker, F,2013-2014,0.524675325
Milwaukee Bucks,3053368,Ben Wallace, PF,2013-2014,0.522077922
Charlotte Bobcats,3049920,DeShawn Stevenson, C,2013-2014,0.519480519
Sacramento Kings,3000000,Rodrigue Beaubois, SF,2013-2014,0.516883117
Memphis Grizzlies,3000000,CJ Miles, C,2013-2014,0.514285714
Indiana Pacers,3000000,Klay Thompson, SF,2013-2014,0.511688312
Golden State Warriors,2923920,Ed Davis, SF,2013-2014,0.509090909
Portland Trail Blazers,2897976,Rudy Fernandez, C,2013-2014,0.506493506
Sacramento Kings,2895960,Alec Burks, SG,2013-2014,0.503896104
Milwaukee Bucks,2793960,Elton Brand, PG,2013-2014,0.501298701
Detroit Pistons,2790343,Patrick Patterson, PG,2013-2014,0.498701299
Washington Wizards,2761114,Markieff Morris, C,2013-2014,0.496103896
San Antonio Spurs,2750000,Dante Cunningham, G,2013-2014,0.493506494
Toronto Raptors,2690875,Wayne Ellington, C,2013-2014,0.490909091
Toronto Raptors,2678640,Toney Douglas, SG,2013-2014,0.488311688
Detroit Pistons,2653080,Anthony Johnson, SG,2013-2014,0.485714286
Dallas Mavericks,2652000,Brent Barry, SG,2013-2014,0.483116883
Portland Trail Blazers,2652000,Brendan Haywood, PG,2013-2014,0.480519481
Phoenix Suns,2626474,Eric Maynor, PG,2013-2014,0.477922078
Oklahoma City Thunder,2585668,Larry Sanders, F,2013-2014,0.475324675
Charlotte Bobcats,2568360,Rasho Nesterovic, PG,2013-2014,0.472727273
Atlanta Hawks,2557545,Marcus Morris, SF,2013-2014,0.47012987
Boston Celtics,2511432,Grant Hill, SG,2013-2014,0.467532468
New Orleans Pelicans,2500000,Marco Belinelli, PF,2013-2014,0.464935065
Detroit Pistons,2500000,Darren Collison, PG,2013-2014,0.462337662
Detroit Pistons,2465400,Luke Babbitt, C,2013-2014,0.45974026
Utah Jazz,2438760,Dikembe Mutombo, PG,2013-2014,0.457142857
Washington Wizards,2350820,Kawhi Leonard, F,2013-2014,0.454545455
New Orleans Pelicans,2339040,Jeremy Evans, PG,2013-2014,0.451948052
Golden State Warriors,2317920,Nikola Vucevic, SG,2013-2014,0.449350649
Portland Trail Blazers,2316720,Donte Greene, SG,2013-2014,0.446753247
Memphis Grizzlies,2225479,Chris Andersen, SF,2013-2014,0.444155844
Cleveland Cavaliers,2225000,Renaldo Balkman, SF,2013-2014,0.441558442
Portland Trail Blazers,2222160,Anthony Randolph, PF,2013-2014,0.438961039
Utah Jazz,2202000,Iman Shumpert, SG,2013-2014,0.436363636
Philadelphia 76ers,2200920,Avery Bradley, PG,2013-2014,0.433766234
Minnesota Timberwolves,2180000,Reggie Evans, SF,2013-2014,0.431168831
Golden State Warriors,2162419,Chris Singleton, G,2013-2014,0.428571429
Toronto Raptors,2150188,Sebastian Telfair, PG,2013-2014,0.425974026
Oklahoma City Thunder,2111160,Jodie Meeks, SG,2013-2014,0.423376623
Phoenix Suns,2091840,Tobias Harris, PF,2013-2014,0.420779221
Oklahoma City Thunder,2090880,Greg Oden, C,2013-2014,0.418181818
Portland Trail Blazers,2050000,Gustavo Ayon, C,2013-2014,0.415584416
Indiana Pacers,2016000,Jared Jeffries, PG,2013-2014,0.412987013
Denver Nuggets,2016000,Alexis Ajinca, PG,2013-2014,0.41038961
Golden State Warriors,2000000,Elliot Williams, C,2013-2014,0.407792208
Boston Celtics,2000000,Craig Brackins, C,2013-2014,0.405194805
Phoenix Suns,1987320,Eddie House, PF,2013-2014,0.402597403
Boston Celtics,1986360,Willie Green, PF,2013-2014,0.4
Milwaukee Bucks,1905360,Rashard Lewis, F,2013-2014,0.397402597
LA Clippers,1900000,Nolan Smith, PG,2013-2014,0.394805195
San Antonio Spurs,1887840,Jamaal Tinsley, SF,2013-2014,0.392207792
Minnesota Timberwolves,1887120,Kurt Thomas, F,2013-2014,0.38961039
Orlando Magic,1809840,Roko-Leni Ukic, SF,2013-2014,0.387012987
Orlando Magic,1793520,Kenneth Faried, C,2013-2014,0.384415584
Milwaukee Bucks,1792560,Hamed Haddadi, PF,2013-2014,0.381818182
Denver Nuggets,1750000,Dominique Jones, SF,2013-2014,0.379220779
San Antonio Spurs,1750000,Reggie Jackson, F,2013-2014,0.376623377
Detroit Pistons,1750000,Quincy Pondexter, SF,2013-2014,0.374025974
New York Knicks,1703760,Sasha Pavlovic, SG,2013-2014,0.371428571
Sacramento Kings,1695635,Hasheem Thabeet, C,2013-2014,0.368831169
Utah Jazz,1660257,Jordan Crawford, F,2013-2014,0.366233766
Cleveland Cavaliers,1633440,Greivis Vasquez, C,2013-2014,0.363636364
Washington Wizards,1618680,Christian Eyenga, SF,2013-2014,0.361038961
Miami Heat,1600000,MarShon Brooks, PG,2013-2014,0.358441558
Utah Jazz,1600000,Ronnie Price, PG,2013-2014,0.355844156
New York Knicks,1591350,Norris Cole, PG,2013-2014,0.353246753
Houston Rockets,1551840,Jordan Hamilton, PF,2013-2014,0.350649351
Los Angeles Lakers,1550000,Jimmy Butler, SG,2013-2014,0.348051948
Orlando Magic,1545840,Stephen Graham, SF,2013-2014,0.345454545
Dallas Mavericks,1536960,Joey Graham, G,2013-2014,0.342857143
Minnesota Timberwolves,1500000,JaJuan Johnson, C,2013-2014,0.34025974
Milwaukee Bucks,1500000,Patty Mills, C,2013-2014,0.337662338
Miami Heat,1500000,Cory Joseph, SG,2013-2014,0.335064935
Atlanta Hawks,1500000,Alando Tucker, PF,2013-2014,0.332467532
Orlando Magic,1482000,Von Wafer, PF,2013-2014,0.32987013
Cleveland Cavaliers,1467840,Kelenna Azubuike, SG,2013-2014,0.327272727
Toronto Raptors,1463000,DeJuan Blair, PG,2013-2014,0.324675325
Denver Nuggets,1422720,Quinton Ross, SG,2013-2014,0.322077922
Houston Rockets,1422720,Jawad Williams, PF,2013-2014,0.319480519
Chicago Bulls,1409040,Jon Brockman, SG,2013-2014,0.316883117
LA Clippers,1399507,C.J. Watson, SG,2013-2014,0.314285714
Miami Heat,1399507,Brandan Wright, PF,2013-2014,0.311688312
Miami Heat,1399507,Daniel Orton, PF,2013-2014,0.309090909
Cleveland Cavaliers,1388400,Jeff Adrien, G,2013-2014,0.306493506
Brooklyn Nets,1375604,Ish Smith, C,2013-2014,0.303896104
Denver Nuggets,1367640,Chandler Parsons, PF,2013-2014,0.301298701
Boston Celtics,1365720,Henry Walker, C,2013-2014,0.298701299
Minnesota Timberwolves,1352640,Alexander Johnson, C,2013-2014,0.296103896
Atlanta Hawks,1348200,DeMarre Carroll, PG,2013-2014,0.293506494
Portland Trail Blazers,1330000,Chase Budinger, PF,2013-2014,0.290909091
Brooklyn Nets,1298640,Pops Mensah-Bonsu, PF,2013-2014,0.288311688
