team,salary,player,position,season,percentile
Indiana Pacers,960840,Rasheed Sulaimon, C,2006-2007,0.193236715
Cleveland Cavaliers,945600,Isaiah Cousins, C,2006-2007,0.190821256
Orlando Magic,944520,Quincy Ford, G,2006-2007,0.188405797
Los Angeles Lakers,939120,Nick Zeisloft, PG,2006-2007,0.185990338
Miami Heat,932760,Nicolas Brussino, PF,2006-2007,0.183574879
Washington Wizards,932015,Sheldon Mac, SG,2006-2007,0.18115942
New York Knicks,926040,Jonathan Gibson, PF,2006-2007,0.178743961
Dallas Mavericks,906480,Isaiah Taylor, SF,2006-2007,0.176328502
New York Knicks,899880,Okaro White, PG,2006-2007,0.173913043
Denver Nuggets,845360,Yogi Ferrell, SF,2006-2007,0.171497585
Phoenix Suns,810000,Chasson Randle, C,2006-2007,0.169082126
Seattle SuperSonics,802000,Briante Weber, SF,2006-2007,0.166666667
New Jersey Nets,800000,Shawn Long, C,2006-2007,0.164251208
Los Angeles Lakers,798112,Wayne Selden, PG,2006-2007,0.161835749
Golden State Warriors,798112,Troy Williams, SG,2006-2007,0.15942029
Denver Nuggets,774551,David Nwaba, C,2006-2007,0.157004831
Detroit Pistons,771331,Mike Tobey, SF,2006-2007,0.154589372
NO/Oklahoma City Hornets,771331,Jarrod Uthoff, PF,2006-2007,0.152173913
LA Clippers,771331,Alex Poythress, SF,2006-2007,0.149758454
Portland Trail Blazers,760000,Gary Payton II, PG,2006-2007,0.147342995
New York Knicks,750000,Pierre Jackson, C,2006-2007,0.144927536
Memphis Grizzlies,744551,Patricio Garino, PF,2006-2007,0.142512077
Chicago Bulls,744551,Marcus Georges-Hunt, SG,2006-2007,0.140096618
Seattle SuperSonics,744551,Quinn Cook, PG,2006-2007,0.137681159
Denver Nuggets,744551,Axel Toupane, SF,2006-2007,0.1352657
Phoenix Suns,744551,Bogdan Bogdanovic, PF,2006-2007,0.132850242
Toronto Raptors,744551,Josh Richardson, PF,2006-2007,0.130434783
Toronto Raptors,744551,Cristiano Felicio, PG,2006-2007,0.128019324
Washington Wizards,744551,Markelle Fultz, C,2006-2007,0.125603865
Miami Heat,744551,Lonzo Ball, C,2006-2007,0.123188406
Atlanta Hawks,729000,Jonathon Simmons, SG,2006-2007,0.120772947
Houston Rockets,700000,Jayson Tatum, PG,2006-2007,0.118357488
LA Clippers,675000,Josh Jackson, F,2006-2007,0.115942029
Atlanta Hawks,675000,Jonathan Isaac, PF,2006-2007,0.11352657
NO/Oklahoma City Hornets,664209,De'Aaron Fox, PF,2006-2007,0.111111111
Philadelphia 76ers,664209,Ron Baker, SG,2006-2007,0.108695652
Los Angeles Lakers,664209,Lauri Markkanen, C,2006-2007,0.106280193
Indiana Pacers,664209,Frank Ntilikina, SF,2006-2007,0.103864734
Sacramento Kings,664209,Malik Monk, PG,2006-2007,0.101449275
Utah Jazz,664209,Luke Kennard, SF,2006-2007,0.099033816
Houston Rockets,664209,Dennis Smith Jr., PF,2006-2007,0.096618357
Golden State Warriors,664209,Zach Collins, SG,2006-2007,0.094202899
Memphis Grizzlies,664209,Bam Adebayo, PF,2006-2007,0.09178744
Boston Celtics,664209,Cedi Osman, SF,2006-2007,0.089371981
Atlanta Hawks,644209,Donovan Mitchell, PF,2006-2007,0.086956522
Utah Jazz,625000,D.J. Wilson, PF,2006-2007,0.084541063
Charlotte Bobcats,617539,T.J. Leaf, SG,2006-2007,0.082125604
Houston Rockets,600000,Justin Jackson, SF,2006-2007,0.079710145
NO/Oklahoma City Hornets,516806,John Collins, SG,2006-2007,0.077294686
Atlanta Hawks,490528,Justin Patton, PF,2006-2007,0.074879227
Boston Celtics,432000,Guerschon Yabusele, PF,2006-2007,0.072463768
Denver Nuggets,427163,Darius Miller, PG,2006-2007,0.070048309
Dallas Mavericks,427163,OG Anunoby, PF,2006-2007,0.06763285
Denver Nuggets,412718,Jarrett Allen, SG,2006-2007,0.065217391
NO/Oklahoma City Hornets,412718,Ante Zizic, F,2006-2007,0.062801932
Charlotte Bobcats,412718,Harry Giles, C,2006-2007,0.060386473
Miami Heat,412718,Terrance Ferguson, SG,2006-2007,0.057971014
Detroit Pistons,412718,Furkan Korkmaz, SG,2006-2007,0.055555556
New Jersey Nets,412718,Julyan Stone, SF,2006-2007,0.053140097
Toronto Raptors,412718,Tyler Lydon, PF,2006-2007,0.050724638
Orlando Magic,412718,Jeff Withey, PF,2006-2007,0.048309179
Dallas Mavericks,412718,Caleb Swanigan, PF,2006-2007,0.04589372
Philadelphia 76ers,412718,Kyle Kuzma, SF,2006-2007,0.043478261
Philadelphia 76ers,412718,Tony Bradley, SF,2006-2007,0.041062802
Philadelphia 76ers,407313,Derrick White, C,2006-2007,0.038647343
Seattle SuperSonics,406340,Josh Hart, PF,2006-2007,0.036231884
San Antonio Spurs,405435,Khem Birch, SG,2006-2007,0.033816425
Memphis Grizzlies,337238,Wesley Iwundu, SG,2006-2007,0.031400966
Memphis Grizzlies,302200,Sterling Brown, PG,2006-2007,0.028985507
Milwaukee Bucks,302200,Dwayne Bacon, C,2006-2007,0.026570048
Golden State Warriors,259770,Damyean Dotson, SF,2006-2007,0.024154589
Sacramento Kings,252486,Rodney Purvis, PF,2006-2007,0.02173913
Sacramento Kings,197087,Tyler Dorsey, PG,2006-2007,0.019323671
Charlotte Bobcats,128935,Davis Bertans, SG,2006-2007,0.016908213
Washington Wizards,121388,Daniel Ochefu, F,2006-2007,0.014492754
Toronto Raptors,109493,Semi Ojeleye, SF,2006-2007,0.012077295
Utah Jazz,101966,Frank Mason III, PF,2006-2007,0.009661836
Utah Jazz,70075,Abdel Nader, PF,2006-2007,0.007246377
Memphis Grizzlies,55839,Arinze Onuaku, PG,2006-2007,0.004830918
Denver Nuggets,37620,Ivan Rabb, PG,2006-2007,0.002415459
LA Clippers,23443,Rade Zagorac, SG,2006-2007,0
Boston Celtics,23751934,Nick Johnson, PF,2007-2008,0.997607656
Golden State Warriors,16440000,Keith Benson, PG,2007-2008,0.995215311
Phoenix Suns,16440000,Xavier Rathan-Mayes, SG,2007-2008,0.992822967
Boston Celtics,16360094,Dillon Brooks, SF,2007-2008,0.990430622
Washington Wizards,16360094,Dakari Johnson, PF,2007-2008,0.988038278
Boston Celtics,16000000,JeQuan Lewis, SG,2007-2008,0.985645933
Cleveland Cavaliers,15500000,Melo Trimble, PF,2007-2008,0.983253589
LA Clippers,15344000,Rashawn Thomas, PF,2007-2008,0.980861244
Sacramento Kings,14983603,Bryce Alford, PG,2007-2008,0.9784689
Orlando Magic,14884951,Luke Petrasek, PF,2007-2008,0.976076555
Milwaukee Bucks,14520000,T.J. Williams, SG,2007-2008,0.973684211
Phoenix Suns,21000000,Terry Henderson, C,2007-2008,0.971291866
Phoenix Suns,13762775,Erik McCree, C,2007-2008,0.968899522
Houston Rockets,13762775,Royce O'Neale, C,2007-2008,0.966507177
Memphis Grizzlies,13735000,Daniel Theis, C,2007-2008,0.964114833
Utah Jazz,13735000,L.J. Peak, SF,2007-2008,0.961722488
Atlanta Hawks,13488378,Jordan Mathews, G,2007-2008,0.959330144
New York Knicks,13333333,Tyler Cavanaugh, PF,2007-2008,0.956937799
New Jersey Nets,13325000,Elgin Cook, SF,2007-2008,0.954545455
Denver Nuggets,13250000,Scott Wood, PF,2007-2008,0.95215311
Los Angeles Lakers,13248596,Cameron Jones, PF,2007-2008,0.949760766
Miami Heat,13041250,Gracin Bakumanya, SG,2007-2008,0.947368421
New Jersey Nets,19728000,J.P. Tokoto, PG,2007-2008,0.944976077
Toronto Raptors,13041250,Nikola Jovanovic, PF,2007-2008,0.942583732
Cleveland Cavaliers,13041250,Trey Freeman, SF,2007-2008,0.940191388
Denver Nuggets,13041250,C.J. Williams, PF,2007-2008,0.937799043
Detroit Pistons,12540000,Shaquille Harrison, PF,2007-2008,0.935406699
Portland Trail Blazers,12440787,Tim Quarterman, C,2007-2008,0.933014354
Seattle SuperSonics,12275000,Aaron Harrison, SG,2007-2008,0.93062201
New Jersey Nets,12200000,Nigel Hayes, F,2007-2008,0.928229665
Cleveland Cavaliers,12000084,Andre Ingram, SG,2007-2008,0.925837321
Washington Wizards,11950400,Amile Jefferson, PG,2007-2008,0.923444976
New Orleans Hornets,11664000,Aaron Jackson, SF,2007-2008,0.921052632
Indiana Pacers,19728000,Kevin Garnett, C,2007-2008,0.918660287
Utah Jazz,11593816,Antoine Walker, PF,2007-2008,0.916267943
Los Angeles Lakers,19490625,Stephon Marbury, SF,2007-2008,0.913875598
San Antonio Spurs,19014188,Michael Finley, C,2007-2008,0.911483254
Denver Nuggets,19012500,Tim Duncan, SG,2007-2008,0.909090909
New York Knicks,19012500,Tracy McGrady, PG,2007-2008,0.906698565
Houston Rockets,18257750,Eddie Jones, SG,2007-2008,0.90430622
Phoenix Suns,11375000,Brian Grant, PG,2007-2008,0.901913876
Chicago Bulls,11250000,Vlade Divac, SG,2007-2008,0.899521531
Charlotte Bobcats,11111110,Shaquille O'Neal, SG,2007-2008,0.897129187
New Orleans Hornets,10650000,Antonio Davis, F,2007-2008,0.894736842
Dallas Mavericks,10590500,Vince Carter, C,2007-2008,0.892344498
San Antonio Spurs,10500000,Tim Thomas, PG,2007-2008,0.889952153
Sacramento Kings,10500000,Tom Gugliotta, C,2007-2008,0.887559809
Philadelphia 76ers,10251435,Jason Kidd, C,2007-2008,0.885167464
Cleveland Cavaliers,10142156,Nick Van Exel, C,2007-2008,0.88277512
Denver Nuggets,10000000,Glenn Robinson, C,2007-2008,0.880382775
Detroit Pistons,10000000,Theo Ratliff, SG,2007-2008,0.877990431
Philadelphia 76ers,9600000,Glen Rice, PG,2007-2008,0.875598086
Dallas Mavericks,9500000,Kerry Kittles, SF,2007-2008,0.873205742
Charlotte Bobcats,9500000,Rasheed Wallace, SF,2007-2008,0.870813397
Memphis Grizzlies,9379279,Greg Ostertag, C,2007-2008,0.868421053
Milwaukee Bucks,9280000,Jamal Mashburn, SF,2007-2008,0.866028708
Indiana Pacers,9206349,Toni Kukoc, PF,2007-2008,0.863636364
San Antonio Spurs,9079811,Maurice Taylor, G,2007-2008,0.861244019
Phoenix Suns,9000000,Derek Anderson, C,2007-2008,0.858851675
Utah Jazz,9000000,Wesley Person, C,2007-2008,0.85645933
New York Knicks,8947543,Alan Henderson, C,2007-2008,0.854066986
Miami Heat,8937500,Austin Croshere, PG,2007-2008,0.851674641
Dallas Mavericks,8898000,Erick Dampier, G,2007-2008,0.849282297
Denver Nuggets,8840000,Kelvin Cato, C,2007-2008,0.846889952
Detroit Pistons,8675620,Dikembe Mutombo, SF,2007-2008,0.844497608
LA Clippers,8600000,Marcus Camby, C,2007-2008,0.842105263
Chicago Bulls,8500000,Allan Houston, SF,2007-2008,0.839712919
Washington Wizards,8468990,Chris Webber, SF,2007-2008,0.837320574
Golden State Warriors,8425625,Damon Stoudamire, PF,2007-2008,0.83492823
Memphis Grizzlies,8376194,Ray Allen, SG,2007-2008,0.832535885
LA Clippers,8350000,Latrell Sprewell, SG,2007-2008,0.830143541
Minnesota Timberwolves,8329640,Ron Mercer, PF,2007-2008,0.827751196
Toronto Raptors,8275000,Shandon Anderson, PG,2007-2008,0.825358852
Portland Trail Blazers,8250000,Lorenzen Wright, SF,2007-2008,0.822966507
Indiana Pacers,8219008,Jerry Stackhouse, SG,2007-2008,0.820574163
New York Knicks,8105500,Elton Brand, SF,2007-2008,0.818181818
Seattle SuperSonics,8091188,Doug Christie, PF,2007-2008,0.815789474
New York Knicks,7920000,Peja Stojakovic, SG,2007-2008,0.813397129
Miami Heat,7901040,Eddie Robinson, C,2007-2008,0.811004785
Sacramento Kings,7875000,Bob Sura, PF,2007-2008,0.80861244
Memphis Grizzlies,6100000,Charlie Ward, C,2007-2008,0.806220096
Orlando Magic,6061274,Bo Outlaw, C,2007-2008,0.803827751
Minnesota Timberwolves,6050000,Howard Eisley, PG,2007-2008,0.801435407
Miami Heat,6050000,Steve Nash, PF,2007-2008,0.799043062
Utah Jazz,6000000,Steve Francis, SF,2007-2008,0.796650718
Houston Rockets,5883600,Vitaly Potapenko, SF,2007-2008,0.794258373
Memphis Grizzlies,5850000,Nazr Mohammed, PF,2007-2008,0.791866029
Houston Rockets,5826893,Eric Williams, PG,2007-2008,0.789473684
Washington Wizards,5800000,Christian Laettner, PG,2007-2008,0.78708134
Memphis Grizzlies,5800000,Alvin Williams, PF,2007-2008,0.784688995
Sacramento Kings,5800000,Ben Wallace, PF,2007-2008,0.782296651
New York Knicks,5800000,Ruben Patterson, C,2007-2008,0.779904306
Portland Trail Blazers,5762575,Calvin Booth, C,2007-2008,0.777511962
Milwaukee Bucks,5751130,Joe Smith, C,2007-2008,0.775119617
Seattle SuperSonics,5750000,Clarence Weatherspoon, F,2007-2008,0.772727273
Houston Rockets,5670000,Avery Johnson, PG,2007-2008,0.770334928
New York Knicks,5632200,Danny Fortson, PF,2007-2008,0.767942584
Charlotte Bobcats,5632200,Jerome Williams, C,2007-2008,0.765550239
Los Angeles Lakers,5632200,Brent Barry, SF,2007-2008,0.763157895
Phoenix Suns,5600000,Jahidi White, G,2007-2008,0.76076555
Seattle SuperSonics,5566965,Kurt Thomas, PF,2007-2008,0.758373206
Toronto Raptors,7840000,Cuttino Mobley, C,2007-2008,0.755980861
Milwaukee Bucks,7750000,Scot Pollard, PG,2007-2008,0.753588517
Sacramento Kings,7400000,Robert Horry, SF,2007-2008,0.751196172
New York Knicks,7101250,Shawn Bradley, PF,2007-2008,0.748803828
LA Clippers,7000000,Baron Davis, SF,2007-2008,0.746411483
Memphis Grizzlies,7000000,Kenyon Martin, SG,2007-2008,0.744019139
Miami Heat,6819000,Brevin Knight, SG,2007-2008,0.741626794
Dallas Mavericks,6750000,Corliss Williamson, SF,2007-2008,0.73923445
Cleveland Cavaliers,6703125,Aaron McKie, PG,2007-2008,0.736842105
Golden State Warriors,6630000,Lamar Odom, SF,2007-2008,0.734449761
Seattle SuperSonics,6500000,Lawrence Funderburke, PG,2007-2008,0.732057416
Seattle SuperSonics,6500000,Moochie Norris, PF,2007-2008,0.729665072
Cleveland Cavaliers,6453416,Richard Hamilton, PF,2007-2008,0.727272727
Detroit Pistons,6373900,Pau Gasol, PF,2007-2008,0.724880383
Orlando Magic,6373900,Mike Miller, SF,2007-2008,0.722488038
Indiana Pacers,6373900,Andre Miller, SG,2007-2008,0.720095694
Washington Wizards,6373900,Lindsey Hunter, C,2007-2008,0.717703349
Atlanta Hawks,6306182,Chris Whitney, PG,2007-2008,0.715311005
Indiana Pacers,6300000,Shawn Marion, PG,2007-2008,0.71291866
Indiana Pacers,5500000,Derek Fisher, PF,2007-2008,0.710526316
Charlotte Bobcats,5450000,Chris Crawford, SG,2007-2008,0.708133971
Charlotte Bobcats,5427307,Jason Terry, C,2007-2008,0.705741627
Sacramento Kings,5356000,Bimbo Coles, C,2007-2008,0.703349282
Cleveland Cavaliers,5356000,Othella Harrington, C,2007-2008,0.700956938
Toronto Raptors,5356000,Bobby Jackson, SG,2007-2008,0.698564593
Cleveland Cavaliers,5205000,Horace Grant, PF,2007-2008,0.696172249
Orlando Magic,5200000,Hubert Davis, C,2007-2008,0.693779904
New Orleans Hornets,5000000,Corey Maggette, SG,2007-2008,0.69138756
Washington Wizards,5000000,Stromile Swift, C,2007-2008,0.688995215
Milwaukee Bucks,4991520,Mark Jackson, C,2007-2008,0.686602871
Denver Nuggets,4952380,Rick Fox, PF,2007-2008,0.684210526
Chicago Bulls,4881669,Eric Snow, SG,2007-2008,0.681818182
Toronto Raptors,4838880,Michael Stewart, C,2007-2008,0.679425837
Sacramento Kings,4752000,Tony Battie, SF,2007-2008,0.677033493
Phoenix Suns,4750000,Adonal Foyle, SG,2007-2008,0.674641148
Portland Trail Blazers,4662000,Jonathan Bender, C,2007-2008,0.672248804
Houston Rockets,4550000,Kwame Brown, PG,2007-2008,0.669856459
Utah Jazz,4500000,Zeljko Rebraca, SG,2007-2008,0.667464115
Boston Celtics,4480912,Darius Miles, C,2007-2008,0.66507177
Atlanta Hawks,4466040,Anthony Carter, PF,2007-2008,0.662679426
LA Clippers,4404629,David Wesley, PG,2007-2008,0.660287081
Los Angeles Lakers,4352000,Wally Szczerbiak, PG,2007-2008,0.657894737
New Jersey Nets,4350000,Chucky Atkins, SF,2007-2008,0.655502392
Toronto Raptors,4350000,Marc Jackson, SG,2007-2008,0.653110048
Portland Trail Blazers,4329360,Marcus Fizer, PF,2007-2008,0.650717703
Philadelphia 76ers,4320000,Andrew DeClercq, C,2007-2008,0.648325359
Cleveland Cavaliers,4250000,Chris Mihm, SG,2007-2008,0.645933014
Portland Trail Blazers,4250000,Michael Curry, PG,2007-2008,0.64354067
New Jersey Nets,4236997,George Lynch, PF,2007-2008,0.641148325
Cleveland Cavaliers,4172432,Metta World Peace, PG,2007-2008,0.638755981
Seattle SuperSonics,4171200,John Amaechi, SF,2007-2008,0.636363636
San Antonio Spurs,4125000,Jamal Crawford, SF,2007-2008,0.633971292
Utah Jazz,4010640,Shane Battier, PG,2007-2008,0.631578947
Portland Trail Blazers,4000000,James Posey, SF,2007-2008,0.629186603
Toronto Raptors,4000000,Stacey Augmon, PF,2007-2008,0.626794258
Los Angeles Lakers,4000000,Joel Przybilla, SF,2007-2008,0.624401914
Orlando Magic,4000000,Dion Glover, PG,2007-2008,0.622009569
New Jersey Nets,3995003,Jeff Foster, PG,2007-2008,0.619617225
Phoenix Suns,3966207,Keyon Dooling, PG,2007-2008,0.61722488
Washington Wizards,3942000,Devean George, PF,2007-2008,0.614832536
Charlotte Bobcats,3887880,Jerome Moiso, SF,2007-2008,0.612440191
Houston Rockets,3840000,Kenny Thomas, PG,2007-2008,0.610047847
Orlando Magic,3818750,Etan Thomas, PF,2007-2008,0.607655502
Minnesota Timberwolves,3750746,Mateen Cleaves, SG,2007-2008,0.605263158
Atlanta Hawks,3745800,DeSagana Diop, C,2007-2008,0.602870813
Detroit Pistons,3666667,Jason Collier, C,2007-2008,0.600478469
Denver Nuggets,3638600,Jumaine Jones, C,2007-2008,0.598086124
San Antonio Spurs,3630000,Scott Padgett, PF,2007-2008,0.59569378
New Orleans Hornets,3615960,Hedo Turkoglu, PG,2007-2008,0.593301435
Orlando Magic,3596000,Rodney White, PG,2007-2008,0.590909091
Chicago Bulls,3505320,Desmond Mason, PF,2007-2008,0.588516746
San Antonio Spurs,3500000,Joe Johnson, C,2007-2008,0.586124402
Orlando Magic,3500000,Quentin Richardson, PF,2007-2008,0.583732057
Golden State Warriors,3470771,Kedrick Brown, SF,2007-2008,0.581339713
Philadelphia 76ers,3441900,Jamaal Magloire, PG,2007-2008,0.578947368
Memphis Grizzlies,3377160,Vladimir Radmanovic, PG,2007-2008,0.576555024
Washington Wizards,3348215,Speedy Claxton, SG,2007-2008,0.574162679
Chicago Bulls,3320339,Morris Peterson, SF,2007-2008,0.571770335
New Orleans Hornets,3315000,Donnell Harvey, SF,2007-2008,0.56937799
New York Knicks,3300000,DeShawn Stevenson, SG,2007-2008,0.566985646
Charlotte Bobcats,3274440,Richard Jefferson, PG,2007-2008,0.564593301
Sacramento Kings,3250000,Jake Tsakalidis, PF,2007-2008,0.562200957
Chicago Bulls,3248000,Mamadou N'diaye, PG,2007-2008,0.559808612
Boston Celtics,3206000,Troy Murphy, SF,2007-2008,0.557416268
Sacramento Kings,3174240,Mark Madsen, C,2007-2008,0.555023923
Minnesota Timberwolves,3120000,Bryce Drew, C,2007-2008,0.552631579
Milwaukee Bucks,3106000,Michael Bradley, SG,2007-2008,0.550239234
San Antonio Spurs,3103000,Jason Collins, SG,2007-2008,0.54784689
Orlando Magic,3100000,Zach Randolph, SF,2007-2008,0.545454545
Philadelphia 76ers,3094000,Brandon Armstrong, SG,2007-2008,0.543062201
Seattle SuperSonics,3058200,Andrei Kirilenko, SF,2007-2008,0.540669856
Seattle SuperSonics,3000000,Primoz Brezec, C,2007-2008,0.538277512
Milwaukee Bucks,3000000,Jamaal Tinsley, C,2007-2008,0.535885167
Denver Nuggets,3000000,Tony Parker, PG,2007-2008,0.533492823
Boston Celtics,3000000,Gerald Wallace, PF,2007-2008,0.531100478
Portland Trail Blazers,2974080,Predrag Drobnjak, SF,2007-2008,0.528708134
Houston Rockets,2916667,Trenton Hassell, F,2007-2008,0.526315789
Seattle SuperSonics,2900000,Shaquille O'Neal, SG,2007-2008,0.523923445
Portland Trail Blazers,2900000,Michael Finley, SG,2007-2008,0.5215311
Portland Trail Blazers,2883120,Tracy McGrady, SG,2007-2008,0.519138756
Sacramento Kings,2860000,Grant Hill, PG,2007-2008,0.516746411
Philadelphia 76ers,2804889,Eddie Jones, SG,2007-2008,0.514354067
Milwaukee Bucks,2777760,Brian Grant, SF,2007-2008,0.511961722
Miami Heat,2762500,Vince Carter, C,2007-2008,0.509569378
Charlotte Bobcats,2750000,Tim Thomas, C,2007-2008,0.507177033
Milwaukee Bucks,2715000,Antonio Davis, PF,2007-2008,0.504784689
San Antonio Spurs,2700000,Glenn Robinson, C,2007-2008,0.502392344
Golden State Warriors,2636696,Nick Van Exel, C,2007-2008,0.5
Minnesota Timberwolves,2631840,Dikembe Mutombo, SG,2007-2008,0.497607656
Seattle SuperSonics,2601113,Theo Ratliff, C,2007-2008,0.495215311
Minnesota Timberwolves,2562426,Kerry Kittles, PG,2007-2008,0.492822967
Toronto Raptors,2550000,Jamal Mashburn, SG,2007-2008,0.490430622
Minnesota Timberwolves,2535720,Maurice Taylor, F,2007-2008,0.488038278
Toronto Raptors,2522913,Derek Anderson, PF,2007-2008,0.485645933
Los Angeles Lakers,2500000,Alan Henderson, C,2007-2008,0.483253589
New Jersey Nets,2500000,Austin Croshere, SF,2007-2008,0.480861244
Portland Trail Blazers,2487240,Erick Dampier, F,2007-2008,0.4784689
Minnesota Timberwolves,2480885,Kelvin Cato, C,2007-2008,0.476076555
Washington Wizards,2479339,Marcus Camby, C,2007-2008,0.473684211
Toronto Raptors,2471604,Allan Houston, PG,2007-2008,0.471291866
Orlando Magic,2440000,Shandon Anderson, SG,2007-2008,0.468899522
Houston Rockets,2439333,Lorenzen Wright, PG,2007-2008,0.466507177
Minnesota Timberwolves,2420000,Jerry Stackhouse, PF,2007-2008,0.464114833
Memphis Grizzlies,2411160,Doug Christie, SF,2007-2008,0.461722488
Charlotte Bobcats,2376000,Peja Stojakovic, PF,2007-2008,0.459330144
Dallas Mavericks,2369111,Kenyon Martin, SF,2007-2008,0.456937799
Minnesota Timberwolves,2358433,Howard Eisley, SG,2007-2008,0.454545455
Utah Jazz,2350000,Nazr Mohammed, C,2007-2008,0.45215311
San Antonio Spurs,2350000,Vitaly Potapenko, C,2007-2008,0.449760766
Golden State Warriors,2323080,Christian Laettner, F,2007-2008,0.447368421
Utah Jazz,2300000,Chris Webber, PG,2007-2008,0.444976077
Indiana Pacers,2286360,Stromile Swift, PF,2007-2008,0.442583732
Houston Rockets,2284200,Damon Stoudamire, SG,2007-2008,0.440191388
Detroit Pistons,2250000,Ray Allen, SG,2007-2008,0.437799043
Atlanta Hawks,2243543,Latrell Sprewell, PF,2007-2008,0.435406699
Golden State Warriors,2216400,Antoine Walker, C,2007-2008,0.433014354
Orlando Magic,2208960,Stephon Marbury, PG,2007-2008,0.43062201
Los Angeles Lakers,2172000,Ben Wallace, C,2007-2008,0.428229665
New Jersey Nets,2146000,Danny Fortson, C,2007-2008,0.425837321
Chicago Bulls,2135400,Calvin Booth, C,2007-2008,0.423444976
Denver Nuggets,2134067,Joe Smith, SG,2007-2008,0.421052632
Seattle SuperSonics,2105520,Clarence Weatherspoon, C,2007-2008,0.418660287
Miami Heat,2040746,Kurt Thomas, SF,2007-2008,0.416267943
Sacramento Kings,2028600,Jahidi White, PF,2007-2008,0.413875598
Orlando Magic,2000160,Cuttino Mobley, SG,2007-2008,0.411483254
Orlando Magic,1961609,Scot Pollard, G,2007-2008,0.409090909
Houston Rockets,1944000,Steve Nash, PG,2007-2008,0.406698565
Charlotte Bobcats,1944000,Shawn Bradley, PF,2007-2008,0.40430622
Chicago Bulls,1928598,Jerome Williams, PF,2007-2008,0.401913876
Atlanta Hawks,1927080,Corliss Williamson, PG,2007-2008,0.399521531
New Orleans Hornets,1900200,Aaron McKie, PF,2007-2008,0.397129187
LA Clippers,1890000,Darius Miles, C,2007-2008,0.394736842
Seattle SuperSonics,1889760,Kwame Brown, SG,2007-2008,0.392344498
New Jersey Nets,1889760,Bo Outlaw, C,2007-2008,0.389952153
Toronto Raptors,1868141,Marcus Fizer, SG,2007-2008,0.387559809
Boston Celtics,1868141,Lamond Murray, SG,2007-2008,0.385167464
Charlotte Bobcats,1862160,Eric Snow, C,2007-2008,0.38277512
Philadelphia 76ers,1830720,Tony Battie, PF,2007-2008,0.380382775
Phoenix Suns,1830000,Michael Stewart, SF,2007-2008,0.377990431
New Orleans Hornets,1830000,Mike Miller, PG,2007-2008,0.375598086
Dallas Mavericks,1830000,Pau Gasol, SG,2007-2008,0.373205742
Sacramento Kings,1808121,Marc Jackson, SG,2007-2008,0.370813397
Chicago Bulls,1805160,Chucky Atkins, SF,2007-2008,0.368421053
Golden State Warriors,1800000,DerMarr Johnson, C,2007-2008,0.366028708
Minnesota Timberwolves,1769160,Chris Mihm, SG,2007-2008,0.363636364
Los Angeles Lakers,1756951,Moochie Norris, SG,2007-2008,0.361244019
New Jersey Nets,1750000,Jamal Crawford, SG,2007-2008,0.358851675
Houston Rockets,1750000,Joel Przybilla, PF,2007-2008,0.35645933
Orlando Magic,1740000,Shane Battier, SG,2007-2008,0.354066986
New Orleans Hornets,1739160,Aaron Williams, SF,2007-2008,0.351674641
Indiana Pacers,1734316,Othella Harrington, C,2007-2008,0.349282297
Utah Jazz,1715040,Bobby Jackson, SF,2007-2008,0.346889952
New Jersey Nets,1680600,Keyon Dooling, SF,2007-2008,0.344497608
LA Clippers,1652280,Jerome Moiso, SF,2007-2008,0.342105263
Cleveland Cavaliers,1629120,Etan Thomas, SF,2007-2008,0.339712919
LA Clippers,1600000,Derek Fisher, PG,2007-2008,0.337320574
Brooklyn Nets,1600000,George Lynch, PF,2007-2008,0.33492823
Toronto Raptors,1596600,Troy Murphy, SF,2007-2008,0.332535885
Seattle SuperSonics,1593000,Mark Madsen, SG,2007-2008,0.330143541
Detroit Pistons,1569600,Michael Bradley, PG,2007-2008,0.327751196
Philadelphia 76ers,1547760,Jason Collins, SG,2007-2008,0.325358852
Minnesota Timberwolves,1529873,Zach Randolph, SF,2007-2008,0.322966507
Indiana Pacers,1516800,Andrei Kirilenko, SF,2007-2008,0.320574163
Indiana Pacers,1500000,Samuel Dalembert, PG,2007-2008,0.318181818
Boston Celtics,1500000,Jamaal Tinsley, SG,2007-2008,0.315789474
Washington Wizards,1491240,Primoz Brezec, G,2007-2008,0.313397129
Indiana Pacers,1470360,Tony Parker, SF,2007-2008,0.311004785
Minnesota Timberwolves,1440960,Gerald Wallace, SG,2007-2008,0.30861244
New Jersey Nets,1416600,Mateen Cleaves, PF,2007-2008,0.306220096
Memphis Grizzlies,1376040,Jason Collier, PF,2007-2008,0.303827751
Golden State Warriors,1345800,Eddie Griffin, G,2007-2008,0.301435407
Washington Wizards,1345800,Hedo Turkoglu, C,2007-2008,0.299043062
Sacramento Kings,1333920,DeSagana Diop, SG,2007-2008,0.296650718
Memphis Grizzlies,1285200,Desmond Mason, PG,2007-2008,0.294258373
New York Knicks,1280640,Quentin Richardson, SF,2007-2008,0.291866029
LA Clippers,1276320,Rodney White, C,2007-2008,0.289473684
New York Knicks,1268160,Jamaal Magloire, PG,2007-2008,0.28708134
Philadelphia 76ers,1233840,Speedy Claxton, PF,2007-2008,0.284688995
Boston Celtics,1229280,Morris Peterson, PG,2007-2008,0.282296651
San Antonio Spurs,1219590,Donnell Harvey, PG,2007-2008,0.279904306
