,Unnamed: 0,Unnamed: 0_x,PLAYER,TEAM,GP_x,MPG_x,OFF_x,ORPG_x,DEF_x,DRPG_x,REB_x,RPG_x,RP40_x,GP_y,MPG_y,OFF_y,ORPG_y,DEF_y,DRPG_y,REB_y,RPG_y,RP40_y,GP_x.1,PPG_x,FGM_x,FGA_x,FGM_x.1,FGA_x.1,FG%_x,2PM_x,2PA_x,2P%_x,PPS_x,FG%_x.1,GP_y.1,PPG_y,FGM_y,FGA_y,FGM_y.1,FGA_y.1,FG%_y,2PM_y,2PA_y,2P%_y,PPS_y,FG%_y.1,GP_x.2,PPG_x.1,FTM_x,FTA_x,FTM_x.1,FTA_x.1,FT%_x,GP_y.2,PPG_y.1,FTM_y,FTA_y,FTM_y.1,FTA_y.1,FT%_y,GP_x.3,PPG_x.2,3PM_x,3PA_x,3PM_x.1,3PA_x.1,3P%_x,2PM_x.1,2PA_x.1,2P%_x.1,PPS_x.1,FG%_x.2,GP_y.3,PPG_y.2,3PM_y,3PA_y,3PM_y.1,3PA_y.1,3P%_y,2PM_y.1,2PA_y.1,2P%_y.1,PPS_y.1,FG%_y.2,GP_x.4,MPG_x.1,AST_x,APG_x,TO_x,TOPG_x,AP40M_x,AST/TO_x,GP_y.4,MPG_y.1,AST_y,APG_y,TO_y,TOPG_y,AP40M_y,AST/TO_y,GP_x.5,MPG_x.2,STL_x,STPG_x,STP40M_x,TO_x.1,TOPG_x.1,PF_x,ST/TO_x,ST/PF_x,GP_y.5,MPG_y.2,STL_y,STPG_y,STP40M_y,TO_y.1,TOPG_y.1,PF_y,ST/TO_y,ST/PF_y,GP_x.6,MPG_x.3,BLK_x,PF_x.1,BLKPG_x,BLKP40M_x,BLK/PF_x,GP_y.6,MPG_y.3,BLK_y,PF_y.1,BLKPG_y,BLKP40M_y,BLK/PF_y,GP_x.7,MPG_x.4,PTS_x,FGM-FGA_x,FG%_x.3,3PM-3PA_x,3P%_x.1,FTM-FTA_x,FT%_x.1,GP_y.7,MPG_y.4,PTS_y,FGM-FGA_y,FG%_y.3,3PM-3PA_y,3P%_y.1,FTM-FTA_y,FT%_y.1,GP_x.8,MPG_x.5,PTS_x.1,FGM-FGA_x.1,FG%_x.4,3PM-3PA_x.1,3P%_x.2,FTM-FTA_x.1,FT%_x.2,GP_y.8,MPG_y.5,PTS_y.1,FGM-FGA_y.1,FG%_y.4,3PM-3PA_y.1,3P%_y.2,FTM-FTA_y.1,FT%_y.2,Unnamed: 0_y,Team,Salary,Position,Season,Percentile
603,603,603,O.J. Mayo,USC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,20.0,6.0,7.0,6.0,7.0,0.857,,,,,,,,1.0,20.0,2.0,4.0,2.0,4.0,0.5,4.0,12.0,0.333,1.25,0.438,,,,,,,,,,,,,1.0,40.0,5.0,5.0,3.0,3.0,5.0,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,40.0,20.0,0.375,0.375,0.5,0.5,0.8571428571428571,0.857,32.0,36.8,20.8,0.44171779141104295,0.444,0.4090909090909091,0.408,0.8,0.8,,,,,,,,,,32.0,36.8,664.0,0.4442307692307692,0.444,0.4075829383886256,0.408,0.8,0.8,1953,Memphis Grizzlies,3875040.0, SG,2008-2009,0.567567568
604,604,604,Patty Mills,SMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,22.7,3.3,3.7,10.0,11.0,0.909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,40.0,5.0,5.0,2.0,2.0,5.0,2.5,,,,,,,,,,,,,,,,,,,31.0,31.8,56.0,1.81,2.27,89.0,2.87,47.0,0.63,1.19,,,,,,,,,,,,,,,1.0,40.0,24.0,0.38095238095238093,0.381,0.42857142857142855,0.429,1.0,1.0,,,,,,,,,,3.0,39.0,68.0,0.39344262295081966,0.393,0.3125,0.313,0.9090909090909091,0.909,,,,,,,,,,2569,Portland Trail Blazers,457588.0, PG,2009-2010,0.083333333
605,605,605,Pierre Jackson,BAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,17.5,2.8,3.3,11.0,13.0,0.846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,34.3,27.0,6.8,13.0,3.3,7.9,2.08,31.0,34.8,200.0,6.5,109.0,3.5,7.4,1.83,4.0,34.3,11.0,2.75,3.21,13.0,3.25,9.0,0.85,1.22,,,,,,,,,,,,,,,,,,,,,,,,,4.0,34.3,17.5,0.43918918918918914,0.441,0.27692307692307694,0.269,0.8484848484848485,0.846,31.0,34.8,19.8,0.4305555555555556,0.43,0.35211267605633806,0.348,0.7777777777777779,0.7809999999999999,4.0,34.3,70.0,0.4406779661016949,0.441,0.2692307692307692,0.269,0.8461538461538461,0.846,31.0,34.8,614.0,0.42953020134228187,0.43,0.34841628959276016,0.348,0.7806122448979592,0.7809999999999999,5785,Dallas Mavericks,31969.0, PG,2016-2017,0.012987013
606,606,606,Rasheed Sulaimon,DUKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,20.0,3.0,3.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,36.0,20.0,0.4,0.4,0.4166666666666667,0.417,1.0,1.0,,,,,,,,,,4.0,30.0,47.0,0.3333333333333333,0.333,0.3076923076923077,0.308,0.78125,0.7809999999999999,,,,,,,,,,5740,Charlotte Hornets,543471.0, G,2016-2017,0.11038961
607,607,607,Ray McCallum,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,16.0,8.0,8.0,8.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,37.0,5.0,5.0,1.0,1.0,5.4,5.0,33.0,33.3,161.0,4.9,85.0,2.6,5.9,1.89,1.0,37.0,3.0,3.0,3.24,1.0,1.0,2.0,3.0,1.5,32.0,36.6,60.0,1.88,2.05,65.0,2.03,63.0,0.92,0.95,,,,,,,,,,,,,,,,,,,,,,,,32.0,36.6,18.8,0.5,0.496,0.325,0.331,0.6935483870967741,0.706,,,,,,,,,,32.0,36.6,601.0,0.49645390070921985,0.496,0.33070866141732286,0.331,0.7055837563451777,0.706,4418,Sacramento Kings,524616.0, PG,2013-2014,0.111688312
608,608,608,Raymond Felton,UNC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,11.5,3.0,3.5,6.0,7.0,0.857,,,,,,,,2.0,11.5,2.5,6.0,5.0,11.0,0.455,1.0,7.0,0.14300000000000002,1.28,0.472,30.0,12.7,1.8,4.0,55.0,125.0,0.44,69.0,144.0,0.479,1.42,0.563,2.0,35.5,11.0,5.5,8.0,4.0,6.2,1.38,30.0,31.5,208.0,6.9,111.0,3.7,8.8,1.87,2.0,35.5,5.0,2.5,2.82,8.0,4.0,6.0,0.63,0.83,30.0,31.5,65.0,2.17,2.75,111.0,3.7,55.0,0.59,1.18,3.0,36.7,3.0,6.0,1.0,1.09,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,36.7,36.0,0.4642857142857143,0.464,0.3125,0.313,0.5555555555555556,0.556,,,,,,,,,,734,Charlotte Bobcats,2847360.0, PG,2005-2006,0.5275
609,609,609,Reece Gaines,LOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,19.5,5.0,6.0,10.0,12.0,0.833,,,,,,,,4.0,22.0,5.0,10.0,20.0,38.0,0.526,12.0,22.0,0.545,1.47,0.7,,,,,,,,,,,,,4.0,33.0,16.0,4.0,18.0,4.5,4.8,0.89,30.0,32.1,151.0,5.0,86.0,2.9,6.3,1.76,4.0,33.0,12.0,3.0,3.64,18.0,4.5,8.0,0.67,1.5,,,,,,,,,,,2.0,32.5,2.0,5.0,1.0,1.23,0.4,,,,,,,,2.0,32.5,19.5,0.44,0.44,0.4117647058823529,0.412,0.8333333333333334,0.833,30.0,32.1,17.7,0.4576271186440678,0.456,0.37931034482758624,0.376,0.7499999999999999,0.741,2.0,32.5,39.0,0.44,0.44,0.4117647058823529,0.412,0.8333333333333334,0.833,30.0,32.1,530.0,0.45609065155807366,0.456,0.37572254335260113,0.376,0.7409326424870466,0.741,809,Milwaukee Bucks,1556160.0, PG,2005-2006,0.34
610,610,610,Robert Vaden,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,13.0,7.0,7.0,7.0,7.0,1.0,,,,,,,,2.0,19.0,5.5,12.0,11.0,24.0,0.458,1.0,3.0,0.333,1.41,0.648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,31.0,2.0,2.0,2.58,4.0,4.0,3.0,0.5,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,33.0,38.0,0.4444444444444444,0.444,0.4583333333333333,0.458,1.0,1.0,,,,,,,,,,3048,San Antonio Spurs,13930.0, SG,2010-2011,0.006711409000000001
611,611,611,Ron Baker,WICH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,12.0,4.0,4.7,12.0,14.0,0.857,34.0,13.1,3.2,3.7,108.0,127.0,0.85,2.0,13.5,2.5,4.0,5.0,8.0,0.625,4.0,7.0,0.5710000000000001,1.8,0.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,32.4,55.0,0.4,0.4,0.42857142857142855,0.429,0.88,0.88,,,,,,,,,,5992,New York Knicks,4544000.0, SG,2017-2018,0.56587473
612,612,612,Ronnie Brewer,ARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,14.0,7.0,8.0,7.0,8.0,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,39.0,5.0,5.0,2.0,2.0,5.1,2.5,,,,,,,,,1.0,39.0,2.0,2.0,2.05,2.0,2.0,3.0,1.0,0.67,28.0,32.4,56.0,2.0,2.47,72.0,2.57,47.0,0.78,1.19,,,,,,,,,,,,,,,,,,,,,,,,31.0,34.6,18.5,0.44680851063829785,0.443,0.33333333333333337,0.338,0.7457627118644068,0.745,,,,,,,,,,31.0,34.6,575.0,0.4429223744292237,0.443,0.33783783783783783,0.338,0.7445652173913043,0.745,1223,Utah Jazz,1595400.0, SF,2006-2007,0.328502415
613,613,613,Rudy Gay,CONN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,14.8,2.8,3.3,11.0,13.0,0.846,,,,,,,,,,,,,,,,,,,,29.0,11.9,0.9,2.0,27.0,59.0,0.458,97.0,211.0,0.46,1.28,0.509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,30.5,3.0,5.0,1.5,1.97,0.6,29.0,28.7,56.0,66.0,1.93,2.69,0.85,,,,,,,,,,,,,,,,,,,4.0,34.3,59.0,0.5111111111111111,0.511,0.2857142857142857,0.28600000000000003,0.8461538461538461,0.846,,,,,,,,,,1173,Memphis Grizzlies,2242920.0, SF,2006-2007,0.449275362
614,614,614,Ryan Anderson,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,18.5,5.0,6.5,10.0,13.0,0.769,31.0,21.3,5.3,6.0,163.0,186.0,0.8759999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,33.5,18.5,0.48,0.48,0.375,0.375,0.7692307692307693,0.769,31.0,32.7,21.3,0.4895104895104895,0.491,0.4166666666666667,0.412,0.8833333333333333,0.8759999999999999,2.0,33.5,37.0,0.48,0.48,0.375,0.375,0.7692307692307693,0.769,31.0,32.7,660.0,0.49099099099099097,0.491,0.41216216216216217,0.412,0.8763440860215054,0.8759999999999999,2090,New Jersey Nets,1225200.0, PF,2008-2009,0.230958231
615,615,615,Salim Stoudamire,ARIZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,6.0,6.0,6.0,6.0,1.0,26.0,13.2,2.5,2.8,65.0,74.0,0.878,,,,,,,,,,,,,26.0,13.2,2.3,5.0,60.0,134.0,0.448,49.0,95.0,0.516,1.5,0.607,1.0,39.0,4.0,4.0,2.0,2.0,4.1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,33.0,18.3,0.41353383458646614,0.415,0.388235294117647,0.382,0.9302325581395349,0.941,32.0,31.1,18.4,0.5175438596491229,0.516,0.5156249999999999,0.525,0.8918918918918918,0.906,4.0,26.5,48.0,0.45714285714285713,0.457,0.4230769230769231,0.423,0.7142857142857143,0.7140000000000001,32.0,31.1,589.0,0.5164835164835165,0.516,0.5245098039215687,0.525,0.905982905982906,0.906,906,Atlanta Hawks,675000.0, SG,2005-2006,0.0975
616,616,616,Shabazz Napier,CONN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,21.2,5.2,5.5,31.0,33.0,0.939,34.0,17.4,5.2,6.0,176.0,205.0,0.8590000000000001,1.0,22.0,3.0,5.0,3.0,5.0,0.6,3.0,8.0,0.375,1.69,0.5770000000000001,,,,,,,,,,,,,1.0,39.0,6.0,6.0,1.0,1.0,6.2,6.0,28.0,37.3,129.0,4.6,67.0,2.4,4.9,1.93,6.0,36.3,15.0,2.5,2.75,21.0,3.5,10.0,0.71,1.5,35.0,23.5,60.0,1.71,2.92,66.0,1.89,59.0,0.91,1.02,,,,,,,,,,,,,,,1.0,39.0,22.0,0.46153846153846156,0.462,0.6,0.6,0.6363636363636364,0.636,28.0,37.3,17.1,0.4406779661016949,0.441,0.39344262295081966,0.398,0.823529411764706,0.8190000000000001,6.0,36.3,127.0,0.4634146341463415,0.463,0.46511627906976744,0.465,0.9393939393939394,0.939,34.0,34.9,593.0,0.4227053140096618,0.423,0.38953488372093026,0.39,0.8585365853658536,0.8590000000000001,4771,Miami Heat,1238640.0, PG,2014-2015,0.287356322
617,617,617,Shannon Brown,MSU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,13.8,2.6,3.0,13.0,15.0,0.867,28.0,10.4,2.3,2.8,65.0,77.0,0.8440000000000001,5.0,13.8,2.0,4.0,10.0,20.0,0.5,13.0,26.0,0.5,1.5,0.609,,,,,,,,,,,,,1.0,34.0,4.0,4.0,0.0,0.0,4.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,35.2,17.6,0.47656249999999994,0.474,0.38775510204081626,0.391,0.813953488372093,0.83,5.0,29.0,69.0,0.5,0.5,0.5,0.5,0.8666666666666667,0.867,33.0,35.2,580.0,0.47393364928909953,0.474,0.391304347826087,0.391,0.8297872340425532,0.83,1277,Cleveland Cavaliers,971280.0, PG,2006-2007,0.19806763300000002
618,618,618,Sheldon Mac,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,13.2,3.6,4.0,18.0,20.0,0.9,32.0,15.8,4.3,5.1,139.0,164.0,0.848,3.0,21.3,2.3,4.0,7.0,13.0,0.5379999999999999,11.0,20.0,0.55,1.94,0.652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,36.0,21.3,0.5454545454545454,0.545,0.5348837209302325,0.5379999999999999,0.7777777777777778,0.778,,,,,,,,,,3.0,36.0,64.0,0.5454545454545454,0.545,0.5384615384615384,0.5379999999999999,0.7777777777777778,0.778,,,,,,,,,,5746,Washington Wizards,543471.0, SG,2016-2017,0.097402597
619,619,619,Stephen Curry,DAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,30.0,7.0,7.0,7.0,7.0,1.0,32.0,25.1,3.6,4.0,114.0,127.0,0.898,,,,,,,,,,,,,32.0,25.1,4.3,10.0,139.0,317.0,0.438,136.0,249.0,0.546,1.42,0.609,1.0,36.0,3.0,3.0,4.0,4.0,3.3,0.75,32.0,33.5,181.0,5.7,113.0,3.5,6.7,1.6,1.0,36.0,3.0,3.0,3.33,4.0,4.0,5.0,0.75,0.6,33.0,30.7,59.0,1.79,2.33,91.0,2.76,82.0,0.65,0.72,,,,,,,,,,,,,,,1.0,36.0,30.0,0.42857142857142855,0.429,0.35714285714285715,0.35700000000000004,1.0,1.0,33.0,30.7,21.2,0.46710526315789475,0.464,0.4069767441860465,0.411,0.8333333333333333,0.848,2.0,36.0,58.0,0.43478260869565216,0.435,0.47368421052631576,0.474,0.9,0.9,33.0,30.7,700.0,0.4641434262948207,0.464,0.4105263157894737,0.411,0.8478260869565217,0.848,2406,Golden State Warriors,2710560.0, PG,2009-2010,0.471428571
620,620,620,Sundiata Gaines,UGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,3.0,3.5,6.0,7.0,0.857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,38.0,6.0,6.0,5.0,5.0,6.3,1.2,30.0,30.5,142.0,4.7,77.0,2.6,6.2,1.84,1.0,38.0,2.0,2.0,2.11,5.0,5.0,4.0,0.4,0.5,30.0,28.4,60.0,2.0,2.82,74.0,2.47,51.0,0.81,1.18,1.0,38.0,1.0,4.0,1.0,1.05,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2578,Utah Jazz,269169.0, PG,2009-2010,0.061904762
621,621,621,T.J. Ford,TEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,13.0,5.3,6.3,16.0,19.0,0.8420000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,31.7,18.0,6.0,15.0,5.0,7.6,1.2,28.0,33.4,203.0,7.3,91.0,3.3,8.7,2.23,3.0,31.7,9.0,3.0,3.79,15.0,5.0,9.0,0.6,1.0,28.0,33.4,56.0,2.0,2.4,91.0,3.25,67.0,0.62,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,31.7,39.0,0.39285714285714285,0.393,0.3333333333333333,0.333,0.8421052631578947,0.8420000000000001,,,,,,,,,,764,Milwaukee Bucks,2303040.0, PG,2005-2006,0.4525
622,622,622,T.J. McConnell,ARIZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,15.5,3.5,3.5,14.0,14.0,1.0,,,,,,,,4.0,8.0,1.5,3.0,6.0,12.0,0.5,5.0,19.0,0.263,1.03,0.452,,,,,,,,,,,,,,,,,,,,,34.0,29.9,218.0,6.4,67.0,2.0,8.6,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,35.0,62.0,0.5348837209302325,0.535,0.16666666666666666,0.16699999999999998,1.0,1.0,,,,,,,,,,5288,Philadelphia 76ers,525093.0, PG,2015-2016,0.09468822199999999
623,623,623,Taurean Green,FLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,10.5,4.3,4.8,26.0,29.0,0.897,33.0,13.8,4.4,5.0,145.0,164.0,0.884,2.0,8.5,1.5,2.0,3.0,4.0,0.75,1.0,4.0,0.25,2.13,0.688,,,,,,,,,,,,,6.0,35.7,23.0,3.8,12.0,2.0,4.3,1.92,33.0,33.0,161.0,4.9,112.0,3.4,5.9,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,35.7,63.0,0.27450980392156865,0.275,0.2571428571428571,0.257,0.896551724137931,0.897,,,,,,,,,,1330,Denver Nuggets,427163.0, PG,2006-2007,0.070048309
624,624,624,Taylor Griffin,OKLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.5,3.5,4.0,7.0,8.0,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,35.0,9.0,2.25,2.57,11.0,2.75,11.0,0.82,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2571,Phoenix Suns,457588.0, PF,2009-2010,0.078571429
625,625,625,Tayshaun Prince,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,23.7,4.0,4.7,12.0,14.0,0.857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,32.9,40.0,46.0,1.38,1.68,0.87,3.0,37.3,23.7,0.4882352941176471,0.49,0.42857142857142855,0.429,0.851063829787234,0.857,,,,,,,,,,3.0,37.3,71.0,0.49019607843137253,0.49,0.42857142857142855,0.429,0.8571428571428571,0.857,,,,,,,,,,788,Detroit Pistons,1763115.0, SF,2005-2006,0.3925
626,626,626,Terrence Ross,WASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,25.0,3.8,3.8,15.0,15.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,31.8,25.0,0.48087431693989074,0.479,0.4086021505376344,0.405,1.0,1.0,,,,,,,,,,4.0,31.8,100.0,0.4794520547945205,0.479,0.40540540540540543,0.405,1.0,1.0,,,,,,,,,,3788,Toronto Raptors,2563320.0, SG,2012-2013,0.542372881
627,627,627,Terrence Williams,CHAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,12.0,4.0,4.0,4.0,4.0,1.0,,,,,,,,1.0,12.0,2.0,3.0,2.0,3.0,0.667,1.0,5.0,0.2,1.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2435,New Jersey Nets,2060040.0, SG,2009-2010,0.402380952
628,628,628,Terry Rozier,LOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,16.8,3.5,3.8,14.0,15.0,0.933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,40.8,19.0,4.8,10.0,2.5,4.7,1.9,,,,,,,,,,,,,,,,,,,32.0,34.3,65.0,2.03,2.37,69.0,2.16,55.0,0.94,1.18,,,,,,,,,,,,,,,,,,,,,,,,32.0,34.3,17.1,0.4097222222222222,0.411,0.3111111111111111,0.31,0.78,0.7759999999999999,4.0,40.8,67.0,0.4098360655737705,0.41,0.25,0.25,0.9333333333333333,0.933,32.0,34.3,548.0,0.4108695652173913,0.411,0.3103448275862069,0.31,0.7763975155279503,0.7759999999999999,5166,Boston Celtics,1824360.0, PG,2015-2016,0.376443418
629,629,629,Tobias Harris,TENN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,19.0,7.0,7.0,7.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,36.0,2.0,0.0,2.0,2.22,0.0,,,,,,,,1.0,36.0,19.0,0.5454545454545454,0.545,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3356,Milwaukee Bucks,1418160.0, SF,2011-2012,0.382591093
630,630,630,Travis Diener,MARQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,17.7,4.0,4.7,12.0,14.0,0.857,23.0,19.7,5.4,6.4,124.0,148.0,0.838,,,,,,,,,,,,,28.0,19.0,3.0,7.0,83.0,182.0,0.456,79.0,203.0,0.389,1.38,0.529,3.0,29.7,23.0,7.7,9.0,3.0,10.3,2.56,23.0,34.0,160.0,7.0,58.0,2.5,8.2,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,29.7,17.7,0.43846153846153846,0.436,0.36507936507936506,0.368,0.851063829787234,0.857,23.0,34.0,19.7,0.41911764705882354,0.42,0.4109589041095891,0.405,0.84375,0.838,3.0,29.7,53.0,0.4358974358974359,0.436,0.3684210526315789,0.368,0.8571428571428571,0.857,28.0,34.7,531.0,0.42077922077922075,0.421,0.45604395604395603,0.456,0.8857142857142857,0.8859999999999999,937,Orlando Magic,398762.0, PG,2005-2006,0.02
631,631,631,Trey Burke,MICH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,16.0,4.0,4.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,40.0,5.0,5.0,2.0,2.0,5.0,2.5,33.0,35.2,222.0,6.7,67.0,2.0,7.6,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,35.2,19.2,0.47586206896551725,0.479,0.4081632653061224,0.401,0.8095238095238094,0.7929999999999999,6.0,35.8,93.0,0.36585365853658536,0.366,0.3055555555555556,0.306,0.8461538461538461,0.846,33.0,35.2,634.0,0.4790794979079498,0.479,0.4012345679012346,0.401,0.7928571428571428,0.7929999999999999,4285,Utah Jazz,2438760.0, PG,2013-2014,0.457142857
632,632,632,Trey Johnson,JKST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,25.0,7.0,7.0,7.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,32.0,23.5,2.1,5.0,67.0,152.0,0.441,188.0,408.0,0.461,1.34,0.515,1.0,39.0,5.0,5.0,1.0,1.0,5.1,5.0,,,,,,,,,1.0,39.0,2.0,2.0,2.05,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,39.0,25.0,0.38095238095238093,0.381,0.3333333333333333,0.333,1.0,1.0,32.0,34.8,23.5,0.45714285714285713,0.455,0.43750000000000006,0.441,0.7397260273972603,0.75,,,,,,,,,,32.0,34.8,751.0,0.45535714285714285,0.455,0.4407894736842105,0.441,0.75,0.75,2183,Cleveland Cavaliers,46917.0, SG,2008-2009,0.0024570020000000002
633,633,633,Tristan Thompson,UNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,28.0,10.0,10.0,10.0,10.0,1.0,33.0,18.0,6.4,7.7,211.0,253.0,0.8340000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,40.0,28.0,0.4666666666666667,0.467,0.4444444444444444,0.444,1.0,1.0,33.0,32.0,18.0,0.4615384615384615,0.459,0.4166666666666667,0.418,0.8311688311688312,0.8340000000000001,,,,,,,,,,33.0,32.0,593.0,0.45930232558139533,0.459,0.4177215189873418,0.418,0.83399209486166,0.8340000000000001,3231,Cleveland Cavaliers,3726600.0, C,2011-2012,0.63562753
